2024-03-16 18:52:10,343 INFO    StreamThr :1499 [internal.py:wandb_internal():86] W&B internal server running at pid: 1499, started at: 2024-03-16 18:52:10.342429
2024-03-16 18:52:10,344 DEBUG   HandlerThread:1499 [handler.py:handle_request():146] handle_request: status
2024-03-16 18:52:10,347 INFO    WriterThread:1499 [datastore.py:open_for_write():87] open: /Users/eustachelebihan/Development/radium-challenge/sam/wandb/run-20240316_185210-49vu65s3/run-49vu65s3.wandb
2024-03-16 18:52:10,349 DEBUG   SenderThread:1499 [sender.py:send():378] send: header
2024-03-16 18:52:10,369 DEBUG   SenderThread:1499 [sender.py:send():378] send: run
2024-03-16 18:52:10,861 INFO    SenderThread:1499 [dir_watcher.py:__init__():211] watching files in: /Users/eustachelebihan/Development/radium-challenge/sam/wandb/run-20240316_185210-49vu65s3/files
2024-03-16 18:52:10,862 INFO    SenderThread:1499 [sender.py:_start_run_threads():1099] run started: 49vu65s3 with start time 1710611530.343668
2024-03-16 18:52:10,869 DEBUG   HandlerThread:1499 [handler.py:handle_request():146] handle_request: check_version
2024-03-16 18:52:10,870 DEBUG   SenderThread:1499 [sender.py:send_request():405] send_request: check_version
2024-03-16 18:52:11,089 DEBUG   HandlerThread:1499 [handler.py:handle_request():146] handle_request: run_start
2024-03-16 18:52:11,097 DEBUG   HandlerThread:1499 [system_info.py:__init__():26] System info init
2024-03-16 18:52:11,097 DEBUG   HandlerThread:1499 [system_info.py:__init__():41] System info init done
2024-03-16 18:52:11,097 INFO    HandlerThread:1499 [system_monitor.py:start():194] Starting system monitor
2024-03-16 18:52:11,097 INFO    SystemMonitor:1499 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-03-16 18:52:11,097 INFO    HandlerThread:1499 [system_monitor.py:probe():214] Collecting system info
2024-03-16 18:52:11,097 INFO    SystemMonitor:1499 [interfaces.py:start():190] Started cpu monitoring
2024-03-16 18:52:11,098 DEBUG   HandlerThread:1499 [system_info.py:probe():150] Probing system
2024-03-16 18:52:11,099 INFO    SystemMonitor:1499 [interfaces.py:start():190] Started disk monitoring
2024-03-16 18:52:11,099 INFO    SystemMonitor:1499 [interfaces.py:start():190] Started gpuapple monitoring
2024-03-16 18:52:11,101 INFO    SystemMonitor:1499 [interfaces.py:start():190] Started memory monitoring
2024-03-16 18:52:11,101 INFO    SystemMonitor:1499 [interfaces.py:start():190] Started network monitoring
2024-03-16 18:52:11,105 DEBUG   HandlerThread:1499 [system_info.py:_probe_git():135] Probing git
2024-03-16 18:52:11,120 DEBUG   HandlerThread:1499 [system_info.py:_probe_git():143] Probing git done
2024-03-16 18:52:11,120 DEBUG   HandlerThread:1499 [system_info.py:probe():198] Probing system done
2024-03-16 18:52:11,121 DEBUG   HandlerThread:1499 [system_monitor.py:probe():223] {'os': 'macOS-13.5.2-arm64-arm-64bit', 'python': '3.11.8', 'heartbeatAt': '2024-03-16T17:52:11.099034', 'startedAt': '2024-03-16T17:52:10.335765', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/Users/eustachelebihan/Development/radium-challenge/sam/train.py', 'codePathLocal': 'train.py', 'codePath': 'sam/train.py', 'git': {'remote': 'https://github.com/eustlb/radium-challenge.git', 'commit': 'c0aa80a6a2176af813c65d87054dde4523488781'}, 'email': None, 'root': '/Users/eustachelebihan/Development/radium-challenge', 'host': 'samantha.home', 'username': 'eustachelebihan', 'executable': '/Users/eustachelebihan/miniforge3/envs/radium-py11/bin/python', 'cpu_count': 8, 'cpu_count_logical': 8, 'disk': {'/': {'total': 460.4317207336426, 'used': 279.5940055847168}}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 16.0}}
2024-03-16 18:52:11,121 INFO    HandlerThread:1499 [system_monitor.py:probe():224] Finished collecting system info
2024-03-16 18:52:11,121 INFO    HandlerThread:1499 [system_monitor.py:probe():227] Publishing system info
2024-03-16 18:52:11,121 DEBUG   HandlerThread:1499 [system_info.py:_save_conda():207] Saving list of conda packages installed into the current environment
2024-03-16 18:52:11,866 INFO    Thread-12 :1499 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/eustachelebihan/Development/radium-challenge/sam/wandb/run-20240316_185210-49vu65s3/files/conda-environment.yaml
2024-03-16 18:52:13,155 DEBUG   HandlerThread:1499 [system_info.py:_save_conda():219] Saving conda packages done
2024-03-16 18:52:13,155 INFO    HandlerThread:1499 [system_monitor.py:probe():229] Finished publishing system info
2024-03-16 18:52:13,158 DEBUG   SenderThread:1499 [sender.py:send():378] send: files
